id,name,displayName,displayNameEn,template,subTemplate,theme,bundleId,category,targetApp,difficulty,description
306,"timestamp-converter","タイムスタンプ変換","Timestamp Converter","utility","converter","sakura-pink","com.massapp.timestampconverter","Utility","Dev tools ($1-3)",1,"UNIXタイムスタンプと日時を相互変換"
307,"ip-address-lookup","IPアドレス確認","IP Address Lookup","utility","reference","midnight-navy","com.massapp.ipaddresslookup","Utility","Network tools ($1-3)",1,"自分のIPアドレスと位置情報を確認"
308,"flashcard-maker","フラッシュカード","Flashcard Maker","lifestyle","log","earth-brown","com.massapp.flashcardmaker","Education","AnkiMobile ($24.99)",2,"自作フラッシュカードで暗記学習"
309,"multiplication-table","九九練習","Multiplication Table","game","quiz","neon-cyber","com.massapp.multiplicationtable","Education","Math apps ($1-3)",1,"九九の掛け算を練習・テスト"
310,"hiragana-practice","ひらがな練習","Hiragana Practice","game","quiz","pastel-dream","com.massapp.hiraganapractice","Education","Japanese learning ($3-10)",1,"ひらがなの読み書きを練習"
311,"katakana-practice","カタカナ練習","Katakana Practice","game","quiz","mint-fresh","com.massapp.katakanapractice","Education","Japanese learning ($3-10)",1,"カタカナの読み書きを練習"
312,"alphabet-practice","アルファベット練習","Alphabet Practice","game","quiz","coral-reef","com.massapp.alphabetpractice","Education","ABC apps ($1-3)",1,"英語のアルファベット練習（子供向け）"
313,"english-grammar-quiz","英文法クイズ","English Grammar Quiz","game","quiz","warm-orange","com.massapp.englishgrammarquiz","Education","Grammar apps ($3-5)",2,"英文法の基礎をクイズで学習"
314,"eiken-quiz","英検対策クイズ","Eiken Test Prep","game","quiz","monochrome","com.massapp.eikenquiz","Education","英検アプリ (¥500-1000)",2,"実用英語技能検定の対策問題"
315,"study-planner","勉強プランナー","Study Planner","lifestyle","tracker","ocean-blue","com.massapp.studyplanner","Education","Study planners ($2-5)",2,"科目別の勉強計画と進捗を管理"
316,"vocabulary-notebook","単語帳","Vocabulary Notebook","lifestyle","log","forest-green","com.massapp.vocabularynotebook","Education","Vocab apps ($1-5)",2,"自分だけの単語帳を作成・暗記"
317,"chinese-quiz","中国語クイズ","Chinese Quiz","game","quiz","sunset-purple","com.massapp.chinesequiz","Education","Chinese learning ($5-10/mo)",2,"中国語の基礎単語・ピンインクイズ"
318,"korean-quiz","韓国語クイズ","Korean Quiz","game","quiz","sakura-pink","com.massapp.koreanquiz","Education","Korean learning ($5-10/mo)",2,"韓国語の基礎単語・ハングルクイズ"
319,"french-quiz","フランス語クイズ","French Quiz","game","quiz","midnight-navy","com.massapp.frenchquiz","Education","Language apps ($5-10/mo)",2,"フランス語の基礎単語クイズ"
320,"chemistry-formula-quiz","化学式クイズ","Chemical Formula Quiz","game","quiz","earth-brown","com.massapp.chemistryformulaquiz","Education","Science quiz ($1-3)",2,"化学式と元素記号のクイズ"
321,"math-formula-ref","数学公式集","Math Formula Reference","utility","reference","neon-cyber","com.massapp.mathformularef","Education","Math reference ($2-5)",1,"中学・高校の数学公式を一覧"
322,"physics-formula-ref","物理公式集","Physics Formula Reference","utility","reference","pastel-dream","com.massapp.physicsformularef","Education","Physics reference ($2-5)",1,"物理の基本公式を一覧"
323,"history-timeline","歴史年表","History Timeline","utility","reference","mint-fresh","com.massapp.historytimeline","Education","History apps ($2-5)",1,"日本史・世界史の重要年号を一覧"
324,"golf-score","ゴルフスコア","Golf Scorecard","lifestyle","log","coral-reef","com.massapp.golfscore","Sports","Golf apps ($5-30/yr)",2,"ゴルフのスコアをホール別に記録"
325,"tennis-score","テニススコア","Tennis Scorekeeper","utility","counter","warm-orange","com.massapp.tennisscore","Sports","Tennis score ($1-3)",1,"テニスのスコアを簡単記録"
326,"bowling-score","ボウリングスコア","Bowling Scorecard","lifestyle","log","monochrome","com.massapp.bowlingscore","Sports","Bowling apps ($1-3)",2,"ボウリングのスコアを記録・平均計算"
327,"darts-score","ダーツスコア","Darts Scorer","utility","counter","ocean-blue","com.massapp.dartsscore","Sports","Darts apps ($2-5)",2,"ダーツの501/301スコアを計算"
328,"badminton-score","バドミントンスコア","Badminton Scorer","utility","counter","forest-green","com.massapp.badmintonscore","Sports","Score apps ($0.99-2)",1,"バドミントンのスコアを記録"
329,"basketball-stats","バスケ統計","Basketball Stats","lifestyle","log","sunset-purple","com.massapp.basketballstats","Sports","Sports stats ($2-5)",2,"バスケの得点・リバウンド・アシストを記録"
330,"soccer-formation","サッカーフォーメーション","Soccer Formation","utility","reference","sakura-pink","com.massapp.soccerformation","Sports","Tactics board ($1-5)",1,"サッカーのフォーメーションを作成・共有"
331,"swimming-log","水泳記録","Swimming Log","lifestyle","log","midnight-navy","com.massapp.swimminglog","Sports","Swimming apps ($2-5)",2,"水泳の距離・タイム・ストロークを記録"
332,"cycling-log","サイクリング記録","Cycling Log","lifestyle","log","earth-brown","com.massapp.cyclinglog","Sports","Cycling apps ($5-10/mo)",2,"サイクリングの距離・時間・速度を記録"
333,"hiking-log","登山記録","Hiking Log","lifestyle","log","neon-cyber","com.massapp.hikinglog","Sports","YAMAP (¥480/mo)",2,"登山・ハイキングのルートと記録"
334,"referee-whistle","審判ホイッスル","Referee Whistle","utility","sound","pastel-dream","com.massapp.refereewhistle","Sports","Whistle apps ($0.99)",1,"スポーツ審判用のホイッスル音"
335,"coin-toss","コイントス","Coin Toss","utility","generator","mint-fresh","com.massapp.cointoss","Sports","Coin flip ($0.99)",1,"コイントスで表裏をランダム決定"
336,"spirit-level","水平器","Spirit Level","utility","counter","coral-reef","com.massapp.spiritlevel","Utility","Level apps ($0.99-2)",1,"スマホを使った水平器・傾斜計"
337,"room-measure","部屋の寸法メモ","Room Dimension Note","lifestyle","log","warm-orange","com.massapp.roommeasure","Utility","Home measurement ($2-5)",1,"部屋のサイズと家具の寸法を記録"
338,"home-inventory","家の持ち物リスト","Home Inventory","lifestyle","log","monochrome","com.massapp.homeinventory","Lifestyle","Home inventory ($3-5)",2,"家電・家具・貴重品のリストを管理"
339,"moving-checklist","引越しチェックリスト","Moving Checklist","lifestyle","tracker","ocean-blue","com.massapp.movingchecklist","Lifestyle","Moving apps ($1-3)",1,"引越しの手続き・やることリスト"
340,"maintenance-log","家のメンテナンス記録","Home Maintenance Log","lifestyle","log","forest-green","com.massapp.maintenancelog","Lifestyle","Home maintenance ($2-5)",2,"家電・住宅のメンテナンス履歴を記録"
341,"wallpaper-calc","壁紙量計算","Wallpaper Calculator","utility","calculator","sunset-purple","com.massapp.wallpapercalc","Utility","Home calculators ($1-3)",1,"部屋の面積から必要な壁紙量を計算"
342,"tile-calculator","タイル量計算","Tile Calculator","utility","calculator","sakura-pink","com.massapp.tilecalculator","Utility","Home calculators ($1-3)",1,"床面積から必要なタイル枚数を計算"
343,"laundry-timer","洗濯タイマー","Laundry Timer","utility","timer","midnight-navy","com.massapp.laundrytimer","Lifestyle","Laundry apps ($0.99-2)",1,"洗濯機・乾燥機のタイマー"
344,"garbage-calendar","ゴミ出しカレンダー","Trash Collection Calendar","utility","reference","earth-brown","com.massapp.garbagecalendar","Lifestyle","ゴミ出しアプリ (¥100-300)",1,"ゴミ収集日のリマインダー"
345,"electricity-usage","電気使用量記録","Electricity Usage Log","lifestyle","tracker","neon-cyber","com.massapp.electricityusage","Utility","Energy apps ($1-3)",2,"月々の電気使用量と料金を記録"
346,"gas-usage-tracker","ガス使用量記録","Gas Usage Tracker","lifestyle","tracker","pastel-dream","com.massapp.gasusagetracker","Utility","Energy apps ($1-3)",2,"月々のガス使用量と料金を記録"
347,"water-bill-tracker","水道代記録","Water Bill Tracker","lifestyle","tracker","mint-fresh","com.massapp.waterbilltracker","Utility","Energy apps ($1-3)",2,"月々の水道使用量と料金を記録"
348,"growth-chart","成長記録","Growth Chart","lifestyle","tracker","coral-reef","com.massapp.growthchart","Health","Baby growth ($2-5)",2,"子供の身長・体重の成長記録"
349,"first-words-log","初めてことば記録","First Words Log","lifestyle","log","warm-orange","com.massapp.firstwordslog","Lifestyle","Baby milestone ($2-5)",1,"赤ちゃんの初めてのことばを記録"
350,"milestone-tracker","成長マイルストーン","Baby Milestone Tracker","lifestyle","tracker","monochrome","com.massapp.milestonetracker","Lifestyle","Baby milestone ($3-5)",2,"赤ちゃんの発達マイルストーンを記録"
351,"vaccine-schedule","予防接種スケジュール","Vaccine Schedule","utility","reference","ocean-blue","com.massapp.vaccineschedule","Health","Vaccine apps ($1-3)",1,"子供の予防接種スケジュールを管理"
352,"kids-math-quiz","さんすうクイズ","Kids Math Quiz","game","quiz","forest-green","com.massapp.kidsmathquiz","Education","Kids math ($1-3)",1,"幼児・小学低学年向けの算数クイズ"
353,"kids-animal-sounds","どうぶつの声","Animal Sounds for Kids","utility","sound","sunset-purple","com.massapp.kidsanimalsounds","Education","Kids animal ($0.99-2)",1,"動物の鳴き声を聞いて学ぶ（幼児向け）"
354,"kids-shape-quiz","かたちクイズ","Shape Quiz for Kids","game","quiz","sakura-pink","com.massapp.kidsshapequiz","Education","Kids shape ($0.99-2)",1,"形と色を当てる幼児向けクイズ"
355,"kids-counting","かずをかぞえよう","Counting for Kids","game","quiz","midnight-navy","com.massapp.kidscounting","Education","Kids counting ($0.99-3)",1,"1から100までの数を数える練習"
356,"tooth-fairy-tracker","歯の記録","Tooth Fairy Tracker","lifestyle","tracker","earth-brown","com.massapp.toothfairytracker","Lifestyle","Tooth fairy ($0.99-2)",1,"乳歯が抜けた日と場所を記録"
357,"school-timetable","時間割","School Timetable","lifestyle","log","neon-cyber","com.massapp.schooltimetable","Education","Timetable apps ($1-3)",1,"学校の時間割を登録・確認"
358,"allowance-tracker","おこづかい帳","Allowance Tracker","lifestyle","budget","pastel-dream","com.massapp.allowancetracker","Finance","Kids finance ($1-3)",1,"子供のおこづかいの収支を管理"
359,"chore-chart","お手伝い表","Chore Chart","lifestyle","tracker","mint-fresh","com.massapp.chorechart","Lifestyle","Chore apps ($2-5)",1,"子供のお手伝いをスタンプで記録"
360,"skincare-routine","スキンケアルーティン","Skincare Routine","lifestyle","tracker","coral-reef","com.massapp.skincareroutine","Beauty","Skincare apps ($3-5)",2,"朝晩のスキンケアルーティンを管理"
361,"nail-design-log","ネイルデザイン記録","Nail Design Log","lifestyle","log","warm-orange","com.massapp.naildesignlog","Beauty","Nail apps ($1-3)",1,"ネイルデザインの写真と履歴を記録"
362,"hair-color-log","ヘアカラー記録","Hair Color Log","lifestyle","log","monochrome","com.massapp.haircolorlog","Beauty","Hair apps ($1-3)",1,"ヘアカラーの色番号・日付を記録"
363,"cosmetics-expiry","化粧品使用期限管理","Cosmetics Expiry Tracker","lifestyle","tracker","ocean-blue","com.massapp.cosmeticsexpiry","Beauty","Beauty apps ($2-5)",1,"化粧品の使用期限を管理・リマインド"
364,"outfit-diary","コーディネート日記","Outfit Diary","lifestyle","log","forest-green","com.massapp.outfitdiary","Fashion","Outfit apps ($3-10/mo)",2,"毎日のコーディネートを写真で記録"
365,"closet-inventory","クローゼット管理","Closet Inventory","lifestyle","log","sunset-purple","com.massapp.closetinventory","Fashion","Closet apps ($3-5)",2,"持っている服を登録・管理"
366,"ring-size-chart","リングサイズ表","Ring Size Chart","utility","reference","sakura-pink","com.massapp.ringsizechart","Utility","Ring size ($0.99)",1,"日本・US・UK等のリングサイズ対照表"
367,"face-shape-guide","顔型診断","Face Shape Guide","utility","reference","midnight-navy","com.massapp.faceshapeguide","Beauty","Face shape ($1-3)",1,"顔型に合うヘアスタイル・メガネを提案"
368,"color-analysis","パーソナルカラー診断","Personal Color Analysis","game","quiz","earth-brown","com.massapp.coloranalysis","Beauty","Color analysis ($2-5)",1,"パーソナルカラー（春夏秋冬）診断"
369,"diet-log","ダイエット記録","Diet Log","lifestyle","tracker","neon-cyber","com.massapp.dietlog","Health","Diet apps ($3-10/mo)",2,"体重・食事・運動のダイエット記録"
370,"shopping-list","買い物リスト","Shopping List","lifestyle","log","pastel-dream","com.massapp.shoppinglist","Lifestyle","AnyList ($7.99/yr)",1,"カテゴリ別の買い物チェックリスト"
371,"todo-list","やることリスト","Todo List","lifestyle","tracker","mint-fresh","com.massapp.todolist","Productivity","Things 3 ($9.99)",2,"シンプルなToDoリストとタスク管理"
372,"bucket-list","バケットリスト","Bucket List","lifestyle","log","coral-reef","com.massapp.bucketlist","Lifestyle","Bucket list ($1-3)",1,"人生でやりたいことリストを管理"
373,"wish-list","ほしい物リスト","Wish List","lifestyle","log","warm-orange","com.massapp.wishlist","Lifestyle","WISHUPON ($1.99-14.99)",1,"欲しいもの・買いたいものリスト"
374,"grocery-list","食料品リスト","Grocery List","lifestyle","log","monochrome","com.massapp.grocerylist","Food & Drink","Grocery apps ($1-5)",1,"食料品の買い物リストをカテゴリ別に管理"
375,"daily-routine","デイリールーティン","Daily Routine","lifestyle","tracker","ocean-blue","com.massapp.dailyroutine","Productivity","Routine apps ($3-5)",2,"朝・昼・夜のルーティンをチェックリスト管理"
376,"project-task-list","プロジェクトタスク","Project Tasks","lifestyle","tracker","forest-green","com.massapp.projecttasklist","Productivity","Task managers ($5-10/mo)",2,"プロジェクト別のタスクを管理"
377,"travel-checklist","旅行チェックリスト","Travel Checklist","lifestyle","log","sunset-purple","com.massapp.travelchecklist","Lifestyle","PackPoint ($2.99)",1,"旅行の準備チェックリスト"
378,"disaster-prep-list","防災チェックリスト","Disaster Prep Checklist","utility","reference","sakura-pink","com.massapp.disasterpreplist","Lifestyle","Disaster prep (¥100-300)",1,"地震・台風に備える防災グッズチェックリスト"
379,"camping-checklist","キャンプ持ち物リスト","Camping Checklist","lifestyle","log","midnight-navy","com.massapp.campingchecklist","Lifestyle","Camping apps ($1-3)",1,"キャンプに必要な持ち物リスト"
380,"world-clock","世界時計","World Clock","utility","reference","earth-brown","com.massapp.worldclock","Utility","World clock ($1-3)",1,"世界各都市の現在時刻を一覧表示"
381,"analog-clock","アナログ時計","Analog Clock","utility","reference","neon-cyber","com.massapp.analogclock","Utility","Clock apps ($0.99-3)",1,"美しいアナログ時計の表示"
382,"flip-clock","フリップクロック","Flip Clock","utility","reference","pastel-dream","com.massapp.flipclock","Utility","Flip clock ($0.99-3)",1,"レトロなフリップ式の時計表示"
383,"night-clock","ナイトクロック","Night Clock","utility","reference","mint-fresh","com.massapp.nightclock","Utility","Night clock ($0.99-2)",1,"暗い部屋でも見やすい夜用時計"
384,"sunrise-sunset","日の出日の入り","Sunrise Sunset","utility","reference","coral-reef","com.massapp.sunrisesunset","Utility","Sun tracker ($1-3)",1,"日の出・日の入り時刻を確認"
385,"moon-phase","月齢カレンダー","Moon Phase Calendar","utility","reference","warm-orange","com.massapp.moonphase","Utility","Moon apps ($1-3)",1,"月の満ち欠け・月齢を確認"
386,"zodiac-calendar","二十四節気カレンダー","Solar Term Calendar","utility","reference","monochrome","com.massapp.zodiaccalendar","Lifestyle","Japanese calendar (¥100-300)",1,"二十四節気と七十二候を確認"
387,"days-since","経過日数カウント","Days Since Counter","utility","counter","ocean-blue","com.massapp.dayssince","Utility","Day counter ($0.99-2)",1,"記念日・イベントからの経過日数を表示"
388,"anniversary-counter","記念日カウンター","Anniversary Counter","utility","counter","forest-green","com.massapp.anniversarycounter","Lifestyle","Day counter ($0.99-2)",1,"カップルの記念日をカウント"
389,"retirement-countdown","定年カウントダウン","Retirement Countdown","utility","counter","sunset-purple","com.massapp.retirementcountdown","Lifestyle","Countdown ($1-3)",1,"定年退職までのカウントダウン"
390,"travel-phrase-en","旅行英会話","Travel English Phrases","utility","reference","sakura-pink","com.massapp.travelphraseen","Travel","Travel phrase ($2-5)",1,"海外旅行で使える英語フレーズ集"
391,"travel-phrase-cn","旅行中国語","Travel Chinese Phrases","utility","reference","midnight-navy","com.massapp.travelphrasecn","Travel","Travel phrase ($2-5)",1,"中国旅行で使えるフレーズ集"
392,"travel-phrase-kr","旅行韓国語","Travel Korean Phrases","utility","reference","earth-brown","com.massapp.travelphrasekr","Travel","Travel phrase ($2-5)",1,"韓国旅行で使えるフレーズ集"
393,"flight-time-calc","フライト時間計算","Flight Time Calculator","utility","calculator","neon-cyber","com.massapp.flighttimecalc","Travel","Flight apps ($1-3)",1,"都市間のフライト時間を計算"
394,"jet-lag-calc","時差ボケ計算","Jet Lag Calculator","utility","calculator","pastel-dream","com.massapp.jetlagcalc","Travel","Jet lag ($1-3)",1,"時差ボケの回復スケジュールを計算"
395,"voltage-guide","電圧・プラグガイド","Voltage & Plug Guide","utility","reference","mint-fresh","com.massapp.voltageguide","Travel","Travel tools ($0.99-2)",1,"各国の電圧・コンセント形状を確認"
396,"travel-expense","旅行費用記録","Travel Expense Tracker","lifestyle","budget","coral-reef","com.massapp.travelexpense","Travel","Trail Wallet ($4.99)",2,"旅行中の出費を通貨別に記録"
397,"suitcase-weight","スーツケース重量計算","Luggage Weight Calculator","utility","calculator","warm-orange","com.massapp.suitcaseweight","Travel","Travel tools ($0.99-2)",1,"手荷物の重量制限をチェック"
398,"country-info","国情報ガイド","Country Info Guide","utility","reference","monochrome","com.massapp.countryinfo","Travel","Travel guides ($2-5)",1,"各国の基本情報・ビザ・通貨を確認"
399,"tipping-guide","チップガイド","Tipping Guide","utility","reference","ocean-blue","com.massapp.tippingguide","Travel","Tipping guide ($0.99-2)",1,"各国のチップ文化とマナーを確認"
400,"rock-paper-scissors","じゃんけん","Rock Paper Scissors","game","fortune","forest-green","com.massapp.rockpaperscissors","Games","RPS apps ($0.99)",1,"コンピュータとじゃんけん勝負"
401,"number-guessing","数当てゲーム","Number Guessing Game","game","puzzle","sunset-purple","com.massapp.numberguessing","Games","Number games ($0.99)",1,"1-100の数を当てるゲーム"
402,"hangman","ハングマン","Hangman","game","puzzle","sakura-pink","com.massapp.hangman","Games","Word games ($0.99-2)",1,"文字を推測して単語を当てるゲーム"
403,"tic-tac-toe","三目並べ","Tic Tac Toe","game","puzzle","midnight-navy","com.massapp.tictactoe","Games","Tic Tac Toe ($0.99)",1,"○×の三目並べゲーム"
404,"connect-four","四目並べ","Connect Four","game","puzzle","earth-brown","com.massapp.connectfour","Games","Board games ($0.99-2)",1,"縦横斜めに4つ並べるゲーム"
405,"reversi","リバーシ","Reversi (Othello)","game","puzzle","neon-cyber","com.massapp.reversi","Games","Reversi apps ($0.99-3)",2,"黒白のリバーシ（オセロ）ゲーム"
406,"gomoku","五目並べ","Gomoku","game","puzzle","pastel-dream","com.massapp.gomoku","Games","Gomoku ($0.99-2)",2,"五目並べ対戦ゲーム"
407,"minesweeper","マインスイーパー","Minesweeper","game","puzzle","mint-fresh","com.massapp.minesweeper","Games","Minesweeper ($0.99-3)",2,"地雷を避けてマスを開けるゲーム"
408,"lights-out","ライツアウト","Lights Out","game","puzzle","coral-reef","com.massapp.lightsout","Games","Puzzle apps ($0.99)",2,"全てのライトを消すパズルゲーム"
409,"simon-says","サイモンセッズ","Simon Says","game","memory","warm-orange","com.massapp.simonsays","Games","Memory games ($0.99-2)",1,"光と音の順番を覚えるゲーム"
410,"solitaire","ソリティア","Solitaire","game","puzzle","monochrome","com.massapp.solitaire","Games","Solitaire ($0.99-3)",1,"トランプの一人遊びソリティア"
411,"freecell","フリーセル","FreeCell","game","puzzle","ocean-blue","com.massapp.freecell","Games","Card games ($0.99-3)",2,"トランプのフリーセルゲーム"
412,"shinkei-suijaku-animal","どうぶつ神経衰弱","Animal Memory Match","game","memory","forest-green","com.massapp.shinkeisuijakuanimal","Games","Memory games ($0.99)",1,"動物カードの神経衰弱ゲーム（子供向け）"
413,"spot-the-difference","間違い探し","Spot the Difference","game","puzzle","sunset-purple","com.massapp.spotthedifference","Games","Spot diff ($0.99-3)",1,"2枚の絵の間違いを探すゲーム"
414,"word-chain","しりとり","Word Chain (Shiritori)","game","quiz","sakura-pink","com.massapp.wordchain","Games","Word games ($0.99-2)",1,"コンピュータとしりとり対戦"
415,"ramen-log","ラーメン記録","Ramen Log","lifestyle","log","midnight-navy","com.massapp.ramenlog","Food & Drink","Food logs ($1-3)",2,"食べたラーメンの店・味・評価を記録"
416,"sushi-guide","寿司ネタ図鑑","Sushi Guide","utility","reference","earth-brown","com.massapp.sushiguide","Food & Drink","Food guides ($1-3)",1,"寿司ネタの旬・栄養・英語名を辞典"
417,"sake-log","日本酒記録","Sake Log","lifestyle","log","neon-cyber","com.massapp.sakelog","Food & Drink","Sake apps ($1-3)",2,"飲んだ日本酒の銘柄・評価を記録"
418,"beer-log","ビール記録","Beer Log","lifestyle","log","pastel-dream","com.massapp.beerlog","Food & Drink","Untappd ($3.99/mo)",2,"クラフトビールの銘柄・味を記録"
419,"tea-guide","お茶辞典","Tea Guide","utility","reference","mint-fresh","com.massapp.teaguide","Food & Drink","Tea apps ($1-3)",1,"日本茶・中国茶・紅茶の種類と淹れ方"
420,"whiskey-log","ウイスキー記録","Whiskey Log","lifestyle","log","coral-reef","com.massapp.whiskeylog","Food & Drink","Whiskey apps ($2-5)",2,"ウイスキーの銘柄・テイスティングノート"
421,"recipe-converter","レシピ分量変換","Recipe Scaler","utility","calculator","warm-orange","com.massapp.recipeconverter","Food & Drink","Paprika ($4.99)",1,"レシピの人数に合わせて分量を自動変換"
422,"baking-calc","パン・お菓子計算機","Baking Calculator","utility","calculator","monochrome","com.massapp.bakingcalc","Food & Drink","Baking apps ($1-3)",1,"ベーカーズパーセントから分量を計算"
423,"fermentation-timer","発酵タイマー","Fermentation Timer","utility","timer","ocean-blue","com.massapp.fermentationtimer","Food & Drink","Fermentation ($1-3)",1,"パン・味噌・ヨーグルトの発酵タイマー"
424,"coffee-ratio-calc","コーヒー比率計算","Coffee Ratio Calculator","utility","calculator","forest-green","com.massapp.coffeeratiocalc","Food & Drink","Coffee apps ($1-3)",1,"豆の量と水量の比率を計算"
425,"calorie-lookup","カロリー辞典","Calorie Lookup","utility","reference","sunset-purple","com.massapp.calorielookup","Health","Calorie apps ($3-10/mo)",1,"食品のカロリー・栄養素を検索"
426,"food-expiry","食品賞味期限管理","Food Expiry Tracker","lifestyle","tracker","sakura-pink","com.massapp.foodexpiry","Food & Drink","Expiry apps ($1-3)",1,"冷蔵庫の食品の賞味期限を管理"
427,"dog-walk-log","散歩記録","Dog Walk Log","lifestyle","log","midnight-navy","com.massapp.dogwalklog","Lifestyle","Dog walk apps ($2-5)",2,"犬の散歩時間・距離を記録"
428,"pet-vaccine","ペットワクチン記録","Pet Vaccine Log","lifestyle","tracker","earth-brown","com.massapp.petvaccine","Lifestyle","Pet health ($2-5)",2,"ペットのワクチン・予防接種を記録"
429,"pet-food-calc","ペットフード量計算","Pet Food Calculator","utility","calculator","neon-cyber","com.massapp.petfoodcalc","Lifestyle","Pet apps ($1-3)",1,"体重に合わせたフード給餌量を計算"
430,"pet-birthday","ペット誕生日","Pet Birthday Counter","utility","counter","pastel-dream","com.massapp.petbirthday","Lifestyle","Pet apps ($0.99-2)",1,"ペットの誕生日カウントダウン"
431,"aquarium-log","アクアリウム記録","Aquarium Log","lifestyle","log","mint-fresh","com.massapp.aquariumlog","Lifestyle","Aquarium apps ($2-5)",2,"水槽の水質・メンテナンスを記録"
432,"bird-watching-log","野鳥観察記録","Bird Watching Log","lifestyle","log","coral-reef","com.massapp.birdwatchinglog","Lifestyle","Merlin ($1-5)",2,"観察した野鳥の種類・場所を記録"
433,"fuel-log","給油記録","Fuel Log","lifestyle","log","warm-orange","com.massapp.fuellog","Utility","Fuel apps ($2-5)",2,"給油量・金額・燃費を記録"
434,"mileage-tracker","走行距離記録","Mileage Tracker","lifestyle","tracker","monochrome","com.massapp.mileagetracker","Utility","Mileage apps ($2-5)",2,"車の走行距離を記録・経費計算"
435,"parking-timer","駐車タイマー","Parking Timer","utility","timer","ocean-blue","com.massapp.parkingtimer","Utility","Parking apps ($1-3)",1,"パーキングメーターの残り時間をタイマー"
436,"oil-change-tracker","オイル交換記録","Oil Change Tracker","lifestyle","tracker","forest-green","com.massapp.oilchangetracker","Utility","Car maintenance ($1-3)",1,"エンジンオイル交換時期をリマインド"
437,"tire-pressure-log","タイヤ空気圧記録","Tire Pressure Log","lifestyle","tracker","sunset-purple","com.massapp.tirepressurelog","Utility","Car maintenance ($1-3)",1,"タイヤ空気圧を定期的に記録"
438,"shaken-reminder","車検リマインダー","Vehicle Inspection Reminder","utility","timer","sakura-pink","com.massapp.shakenreminder","Utility","Japanese car apps (¥100-300)",1,"車検・自賠責保険の期限をリマインド"
439,"license-plate-quiz","ナンバープレートクイズ","License Plate Quiz","game","quiz","midnight-navy","com.massapp.licenseplatequiz","Education","Quiz apps ($0.99)",1,"車のナンバープレートの地名を当てるクイズ"
440,"manyo-hyakusen","万葉集百選","Manyo Anthology","utility","reference","earth-brown","com.massapp.manyohyakusen","Education","Poetry apps (¥300-500)",1,"万葉集の名歌100首を鑑賞"
441,"haiku-guide","俳句入門","Haiku Guide","utility","reference","neon-cyber","com.massapp.haikuguide","Education","Haiku apps (¥100-300)",1,"俳句の基本ルールと季語辞典"
442,"nihongo-accent","日本語アクセント辞典","Japanese Accent Dictionary","utility","reference","pastel-dream","com.massapp.nihongoaccent","Education","NHKアクセント (¥2,000)",2,"日本語の正しいアクセントを確認"
443,"kisetsu-no-kotoba","季節のことば","Seasonal Words","utility","reference","mint-fresh","com.massapp.kisetsunokotoba","Lifestyle","Season apps (¥100-300)",1,"四季の美しい日本語表現を紹介"
444,"tegami-template","手紙の書き方","Letter Template","utility","reference","coral-reef","com.massapp.tegamitemplate","Lifestyle","Letter apps (¥100-300)",1,"手紙の時候の挨拶・書き方テンプレート"
445,"kokuji-quiz","国字クイズ","Kokuji Quiz","game","quiz","warm-orange","com.massapp.kokujiquiz","Education","Kanji quiz (¥100-300)",1,"日本で作られた漢字「国字」のクイズ"
446,"nandoku-kanji","難読漢字クイズ","Difficult Kanji Quiz","game","quiz","monochrome","com.massapp.nandokukanji","Education","Kanji quiz (¥300-500)",2,"読めそうで読めない難読漢字クイズ"
447,"onomatopoeia-quiz","オノマトペクイズ","Onomatopoeia Quiz","game","quiz","ocean-blue","com.massapp.onomatopoeiaquiz","Education","Japanese quiz (¥100-300)",1,"擬音語・擬態語の意味を当てるクイズ"
448,"goju-on-trainer","五十音トレーナー","Gojuon Trainer","game","quiz","forest-green","com.massapp.gojuontrainer","Education","Japanese learning ($1-3)",1,"五十音表の読み書きをトレーニング"
449,"prefecture-capital-quiz","県庁所在地クイズ","Prefecture Capital Quiz","game","quiz","sunset-purple","com.massapp.prefecturecapitalquiz","Education","Geography quiz (¥100-300)",1,"47都道府県の県庁所在地を当てるクイズ"
450,"mountain-quiz","日本の山クイズ","Japanese Mountain Quiz","game","quiz","sakura-pink","com.massapp.mountainquiz","Education","Geography quiz (¥100-300)",1,"日本の名山の標高・場所を当てるクイズ"
451,"river-quiz","日本の川クイズ","Japanese River Quiz","game","quiz","midnight-navy","com.massapp.riverquiz","Education","Geography quiz (¥100-300)",1,"日本の川の長さ・流域を当てるクイズ"
452,"sleep-calculator","睡眠計算機","Sleep Calculator","utility","calculator","earth-brown","com.massapp.sleepcalculator","Health","Sleep apps ($3-5)",1,"就寝・起床の最適時刻を睡眠サイクルから計算"
453,"event-planner","イベントプランナー","Event Planner","lifestyle","tracker","neon-cyber","com.massapp.eventplanner","Lifestyle","Event apps ($2-5)",2,"イベントのタスク・ゲストを管理"
454,"habit-score","習慣スコア","Habit Score","lifestyle","tracker","pastel-dream","com.massapp.habitscore","Productivity","Habit apps ($3-5)",2,"習慣の達成率をスコア化して可視化"
455,"gratitude-counter","感謝カウンター","Gratitude Counter","utility","counter","mint-fresh","com.massapp.gratitudecounter","Health","Gratitude ($2-5)",1,"毎日の感謝の数をカウント"
456,"screen-time-log","スマホ時間記録","Screen Time Log","lifestyle","tracker","coral-reef","com.massapp.screentimelog","Productivity","Screen time ($2-5)",2,"スマホ使用時間を自己記録・目標設定"
